,Nombre,Codigo,Almacenamiento,Procesador,Memoria Ram,Precio,Fecha
3888,HP Chromebook,42710,32GB eMMC,"AMD® A4-9120, 1,6GHz hasta 2,4GHz (1M Caché L2)",4 GB (1x4GB) DDR4 2666Mhz (Máx. 32GB de Memoria RAM) X Slot,226790,2021-09-22
3889,HP 240 G7,38020,"SATA de 500 GB, 5400 rpm","Intel® Celeron® N4020, 1,1 GHz hasta 2,8 GHz (4MB caché)",4GB SDRAM DDR4-2400Mhz (1x4GB)(Máx. 8GB de Memoria RAM) 1 Slot,309290,2021-09-22
3890,Asus X515MA-BR576T,42189,"500GB SATA 5400RPM 2.5"" HDD","Intel® Celeron® N4020, 1.1GHz hasta 2.8GHz (4MB Caché)",4GB DDR4 2400MHz SO-DIMM (Máx. 8GB de Memoria RAM) X 1Slot,319590,2021-09-22
3891,Asus X515MA-BR288T,41517,"500GB SATA 5400RPM 2.5"" HDD","Intel® Celeron® N4020, 1.1GHz hasta 2.8GHz (4MB Caché)",4GB DDR4 SO-DIMM (Máx. 8GB de Memoria RAM) 1X Slot,340190,2021-09-22
3892,HP 250 G8,41940,1TB Disco duro SATA de 5400 RPM,"Intel® Core™ 3-1005G1, 1,2GHz hasta 3,4GHz (4M Caché L3)",4GB RAM DDR4-2666MHz (1x4GB)(Máx. 16GB de Memoria RAM) 2 Slot,381490,2021-09-22
3893,HP HP 348 G7,42392,HDD 1 TB 5400RPM,"Intel® Core™ i3-10110U, 2,10GHz hasta 4,10GHz (4MB Caché)",4GB DDR4 2666Mhz (Máx. 16 GB de Memoria RAM) 2 Slot,402090,2021-09-22
3894,Asus X412FA-EB1257T,40077,256GB SSD / M.2 NVMe™ PCIe® 3.0,"Intel® Pentium® Gold 5405U, frecuencia básica 2.3 GHz (2M Cache, hasta 2.3 GHz)",4GB DDR4 on board (Máx memoria RAM 4GB),412390,2021-09-22
3895,HP 240 G7,38857,SATA de 1 TB y 5400 rpm,"Intel® Core™ i3-1005G1, 1,2GHz hasta 3,4GHz (4MB caché)",4 GB de SDRAM DDR4-2666 (1x4GB) (Máx. 16GB de Memoria RAM) 2 Slot,422690,2021-09-22
3896,Asus Aspire 3 A314-22-R522-1,42823,256GB SSD PCI Express,"AMD Athlon™ 3050U, 2.30GHz hasta 3.20GHz (4MB Caché)",12GB DDR4 SDRAM 2400/2666/3200Mhz (4GB On Board + 1 Slot)(Máx. 12GB de Memoria RAM) 1 Slot,453590,2021-09-22
3897,HP 14-dq2026la,43015,Unidad de estado sólido Intel® PCIe® NVMe™ M.2 de 256 GB,"Intel® Core™ i3-1115G4, hasta 4,1GHz (6MB caché L3)",4GB RAM DDR4-3200MHz (1x 4GB) + 16GB Intel® Optane™ (Máx. 4GB de Memoria RAM) 1 Slot (Ranura no accesible para el usuario),463890,2021-09-22
3898,HP Pavilion x360,42691,SSD PCIe® NVMe™ M.2 de 256GB,"Intel® Pentium Gold 7505, hasta 3,5GHz (4MB Caché L3)",4 GB DDR4-3200MHz (1x4GB) (Máx.16 GB de Memoria RAM) X Slot,484490,2021-09-22
3899,Asus X515EA-BQ507T,41554,256GB M.2 NVMe™ PCIe® 3.0 SSD,"Intel® Core™ i3-1115G4, 3.0GHz hasta 4.1GHz (6MB Caché)",4GB DDR4 2666MHz (on board) (Máx. 12GB de Memoria RAM) 1 Slot,494890,2021-09-22
3900,HP 15-ef1018la,41355,256GB SSD PCIe® NVMe™ M.2,"AMD Ryzen™ 5 4500U, 2,3GHz hasta 4,0GHz (8MB Caché L3)",8 GB de SDRAM DDR4-2666 (1x8GB) (Máx. 16 GB de Memoria RAM) X 2 Slot,515490,2021-09-22
3901,Asus Aspire 3 A314-22-R56E-1,43016,256GB SSD PCI Express,"AMD Ryzen™ 3 3250U, 2.60GHz hasta 3.50GHz (4MB Caché)",12GB (4GB On Board + 1 Slot)(Máx. 12GB de Memoria RAM) 1 Slot,549990,2021-09-22
3902,Huawei Matebook D 15,43264,SSD N4VMe PCIe de 256GB,"Intel® Core™ i3-10110U, 2,10GHz hasta 4,10GHz (4MB Caché)",8GB DDR4 2400MHz  (Máx. 8GB de Memoria RAM) 1 Slot,579990,2021-09-22
3903,Huawei Matebook D 14,43263,SSD NVMe PCIe de 256GB,"Intel® Core™ i3-10110U, 2,10GHz hasta 4,10 GHz (4MB Caché)",8GB DDR4 2400 MHz (Máx. 8GB de Memoria RAM) ,599990,2021-09-22
3904,HP 14-dy0501la,43061,Unidad de estado sólido PCIe® NVMe™ M.2 de 256 GB,"Intel® Core™ i3-1125G4, hasta 3,70GHz (8MB caché)",8 GB de RAM DDR4-3200 MHz (2x4GB)(Máx. 16GB de Memoria RAM) 2 Slot ,618590,2021-09-22
3905,HP 15-ec1026la,37289,256GB SSD PCIe®  NVMe™ M.2,"AMD Ryzen™ 5 4600H, 3.0GHz hasta 4,0 GHz (3MB caché)",8GB SDRAM DDR4 3200Mhz (Máx. 16GB de Memoria RAM) 2 Slot ,731990,2021-09-22
3906,Huawei Matebook D 14,42359,SSD NVMe PCIe de 512 GB,"Intel® Core™ i5-10210U, 1,60GHz hasta 4,20GHz (6MB caché)",8GB DDR4 2400 mhz ,749990,2021-09-22
3907,Acer Nitro 5 AN515-55-56P2-2,42048,512GB SSD PCI Express,"Intel® Core™ i5-10300H, 2.50GHz hasta 4.50GHz (8M Caché)",16GB DDR4 SODIMM 2400/2666/3200Mhz (Máx. 32GB de Memoria RAM) 2 Slot,793790,2021-09-22
3908,HP 15-eh0011la,43062,Unidad de estado sólido M.2 PCIe® NVMe™ de 512 GB,"AMD Ryzen™ 7 4700U, 2,0GHz hasta 4,1GHz (8MB caché L3)",16 GB de SDRAM DDR4-3200 (2x8GB)(Máx. 16GB de Memoria RAM) 2 Slot ,804090,2021-09-22
3909,HP Pavilion Aero 13-be0501la,42281,Unidad de estado sólido M.2 PCIe® NVMe™ de 512 GB,"AMD Ryzen™ 5 5600U, 2,3 GHz hasta 4,2GHz (16MB Caché L3)",8GB RAM DDR4-3200 MHz (integrada)(Máx. GB de Memoria RAM) X Slot,814390,2021-09-22
3910,Asus D433IA-EB934R,43186,512GB M.2 NVMe™ PCIe® 3.0 SSD,"AMD Ryzen™ 7 4700U, 2.0GHz hasta 4.1GHz (8MB Caché)",16GB DDR4 2666 MHz (on board)(Máx.16 GB de Memoria RAM) X Slot,824790,2021-09-22
3911,Asus ideapad S540-13IML,42015,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,"Intel® Core™ i5-10210U, 1.6GHz hasta 4.2GHz (6M Caché)",8GB Soldered DDR4-2666Mhz (Máx.16 GB de Memoria RAM) X Slot,835090,2021-09-22
3912,Asus X571GT-BQ930T,41518,512GB M.2 NVMe™ PCIe® 3.0 SSD,"Intel® Core™ i5-9300H, 2.4GHz hasta 4.1GHz (8MB Caché)",8GB DDR4 (4GB DDR4 on board + 4GB DDR4 SO-DIMM) (Máx. 12 GB de Memoria RAM) 1Slot,855690,2021-09-22
3913,Asus ideapad S540-13IML,42528,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,"Intel® Core™ i5-10210U, 1.6GHz hasta 4.2GHz (6M Caché)",8GB Soldered DDR4-2666Mhz (Máx.16 GB de Memoria RAM) X Slot,855690,2021-09-22
3914,HP 13-ba1123la,39513,Unidad de estado sólido PCIe® NVMe™ M.2 de 256 GB ,"Intel® Core™ i5-1135G7,  hasta 4.2 GHz (8M Caché)",8GB de SDRAM DDR4-2933 (incorporada) (8GB Máx. Memoria) + Intel® Optane™ de 16GB,927790,2021-09-22
3915,Asus ROG Strix G15 G512LI-HN061T,40482,512GB SSD M.2 NVMe™ PCIe® 3.0,"Intel® Core™ i5-10300H, 2.5 GHz hasta 4.5GHz (8M Caché)",8GB DDR4 SO-DIMM 2933MHz (Máx. 32GB de Memoria RAM) 2 Slot,958790,2021-09-22
3916,Apple Macbook Air,41980,SSD de 256 GB,M1 de Apple 8 núcleos con 4 núcleos de rendimiento y 4 de eficiencia,8 GB,979390,2021-09-22
3917,Apple Macbook Air,40890,SSD de 256 GB,M1 de Apple 8 núcleos con 4 núcleos de rendimiento y 4 de eficiencia,8 GB,979390,2021-09-22
3918,Apple Macbook Air,40893,SSD de 256 GB,M1 de Apple 8 núcleos con 4 núcleos de rendimiento y 4 de eficiencia,8 GB,979390,2021-09-22
3919,Asus FX506HC-HN042T,42186,512GB M.2 NVMe™ PCIe® 3.0 SSD,"Intel® Core™ i5-11400H, 2.7GHz hasta 4.5GHz (12MB Caché)",8GB DDR4 SO-DIMM (Máx. 32GB de Memoria RAM) 2 Slot,999990,2021-09-22
3920,Lenovo Ideapad s540,40025,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,"Intel Core i7-10510U, desde 1.8GHz hasta 4.9GHz",16GB DDR4 2666MHz ( Máx. RAM soportada 16GB),999990,2021-09-22
3921,HP 15-ec1029la,43063,Unidad de estado sólido M.2 PCIe® NVMe™ de 512 GB,"AMD Ryzen™ 7 4800H, 2,9 GHz, hasta 4,3GHz (4MB caché L2 )","12GB de SDRAM DDR4-3200Mhz (1x4GB, 1x8GB)(Máx. 16GB de Memoria RAM) 2 Slot ",999990,2021-09-22
3922,Asus FX516PC-HN021T,41903,512GB M.2 NVMe™ PCIe® 3.0 SSD,"Intel® Core™ i7-11370H, 3.3GHz hasta  4.8GHz (12MB Caché)",8GB DDR4 3200Mhz (on board)(Máx. 32GB de Memoria RAM) 1 Slot,1133990,2021-09-22
3923,Asus UX435EG-AI094TS,37724,512GB SSD M.2 NVMe™ PCIe®,"Intel® Core™ i5-1135G7, 2.4 GHz hasta 4.2GHz (8M Cache)",8GB LPDDR4X (on board) + 32GB de memoria Intel® Optane™(Máx. 8GB de Memoria RAM) 1 Slot,1133990,2021-09-22
3924,Apple Macbook Air,42014,SSD de 512 GB,M1 de Apple 8 núcleos con 4 núcleos de rendimiento y 4 de eficiencia,8 GB,1180390,2021-09-22
3925,Apple Macbook Air,40894,SSD de 512 GB,M1 de Apple 8 núcleos con 4 núcleos de rendimiento y 4 de eficiencia,8 GB,1180390,2021-09-22
3926,HP OMEN 15-en0002la,40501,512GB SSD M.2 PCIe® NVMe™,"AMD Ryzen™ 7 4800H, 2,9GHz hasta 4,3GHz (4MB caché L2)",16GB SDRAM DDR4-3200Mhz (2x8GB) (Máx. 16GB de Memoria RAM) 2 Slot ,1185590,2021-09-22
3927,Apple Macbook Air,40892,SSD de 512 GB,M1 de Apple 8 núcleos con 4 núcleos de rendimiento y 4 de eficiencia,8 GB,1185590,2021-09-22
3928,Apple Macbook Pro,41175,SSD de 256 GB,M1 de Apple 8 núcleos con 4 núcleos de rendimiento y 4 de eficiencia,8 GB,1237090,2021-09-22
3929,Apple Macbook Pro,42282,SSD de 256 GB,M1 de Apple 8 núcleos con 4 núcleos de rendimiento y 4 de eficiencia,8 GB,1237090,2021-09-22
3930,Huawei Matebook X,42709,SSD NVMe PCIe de 512 GB,"Intel® Core™ i5-10210U, 1,60GHz hasta 4,20GHz (6MB Caché)",16GB LPDDR3 (Máx. 16GB de Memoria RAM) 1 Slot,1299990,2021-09-22
3931,Lenovo ThinkPad X13,41852,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,"Intel® Core™ i5-10210U, hasta 4.2GHz (6MB Caché)",16GB DDR4-2666Mhz (Máx. 16 GB de Memoria RAM soldada) ,1349990,2021-09-22
3932,Huawei Mate Xpro,42708,SSD NVMe PCIe de 512 GB,"Intel® Core™ i5-1135G7, hasta 4,20GHz (8MB Caché)",16GB LPDDR4x (Máx. 16GB de Memoria RAM) 1 Slot,1399990,2021-09-22
3933,Apple Macbook Pro,41174,SSD de 512 GB,M1 de Apple 8 núcleos con 4 núcleos de rendimiento y 4 de eficiencia,8 GB,1494890,2021-09-22
3934,Apple Macbook Pro,42283,SSD de 512 GB,M1 de Apple 8 núcleos con 4 núcleos de rendimiento y 4 de eficiencia,8 GB,1494890,2021-09-22
3935,Lenovo Yoga 9 14ITL5,40625,1TB SSD M.2 NVME,"Intel® Core™ i5 -1135G7 hasta 4,20 GHz.","16GB Soldered LPDDR4x-4266(Memoria soldada al tablero del sistema, sin ranuras)",1499990,2021-09-22
3936,Notebook HP ZBook Firefly 14 G8,3C9C4LA,Unidad de estado sólido PCIe® NVMe™ TLC M.2 de 512 GB,"Intel® Core™ i7-1165G7 (hasta 4,7 GHz con tecnología Intel® Turbo Boost, 12 MB de caché L3 y 4 núcleos)",16 GB de RAM DDR4-3200 MHz (1 x 16 GB),1399990,2021-09-22
3937,Notebook HP Pavilion x360 Convertible 14-dy0501la,4E8P3LA,Unidad de estado sólido PCIe® NVMe™ M.2 de 256 GB,"Intel® Core™ i3-1125G4 (hasta 3,7 GHz con tecnología Intel® Turbo Boost, 8 MB de caché L3, 4 núcleos, 8 subprocesos)",8 GB de RAM DDR4-3200 MHz (2 x 4 GB),679990,2021-09-22
3938,Notebook HP Pavilion Gaming 15-dk1033la,309F1LA,Unidad de estado sólido Intel® PCIe® NVMe™ M.2 de 256 GB,"Intel® Core™ i5-10300H (frecuencia base de 2,5 GHz, hasta 4,5 GHz con tecnología Intel® Turbo Boost, 8 MB de caché L3 y 4 núcleos)",8 GB de RAM DDR4-2933 MHz (1 x 8 GB),899990,2021-09-22
3939,Notebook HP ZBook Firefly 15 G8,3C9C7LA,Unidad de estado sólido PCIe® NVMe™ TLC M.2 de 512 GB,"Intel® Core™ i7-1165G7 (hasta 4,7 GHz con tecnología Intel® Turbo Boost, 12 MB de caché L3 y 4 núcleos)",16 GB de RAM DDR4-3200 MHz (1 x 16 GB),1399990,2021-09-22
3940,Notebook HP 14-dq2026la,3V8J8LA,Unidad de estado sólido Intel® PCIe® NVMe™ M.2 de 256 GB,"Intel® Core™ i3-1115G4 (hasta 4,1 GHz con tecnología Intel® Turbo Boost, 6 MB de caché L3 y 2 núcleos)",4 GB de RAM DDR4-3200 MHz (1 x 4 GB),499990,2021-09-22
3941,Notebook HP Spectre x360 Convertible 14-ea0001la,30A09LA,Unidad de estado sólido Intel® PCIe® NVMe™ M.2 de 512 GB,"Intel® Core™ i7-1165G7 (hasta 4,7 GHz con tecnología Intel® Turbo Boost, 12 MB de caché L3 y 4 núcleos)",RAM LPDDR4x-3733 MHz de 16 GB (incorporada),1799990,2021-09-22
3942,Notebook HP Pavilion x360 Convertible 14-dy0002la,3A9V1LA,Unidad de estado sólido PCIe® NVMe™ M.2 de 256 GB,"Intel® Pentium Gold 7505 (hasta 3,5 GHz con tecnología Intel® Turbo Boost, 4 MB de caché L3, 2 núcleos)",4 GB de RAM DDR4-3200 MHz (1 x 4 GB),499990,2021-09-22
3943,Notebook HP Pavilion Gaming 15-dk1037la,309F7LA,Unidad de estado sólido M.2 PCIe® NVMe™ de 128 GB,"Intel® Core™ i7-10750H (frecuencia base de 2,6 GHz, hasta 5,0 GHz con tecnología Intel® Turbo Boost, 12 MB de caché L3 y 6 núcleos)",16 GB de RAM DDR4-2933 MHz (1 x 16 GB),1119990,2021-09-22
3944,Notebook HP 240 G7,1D0F5LT,"SATA de 500 GB, 5400 rpm","Intel® Celeron® N4020 con gráficos Intel® UHD 600 (frecuencia base de 1,1 GHz, frecuencia de ráfaga de hasta 2,8 GHz, 4 MB de caché y 2 núcleos)",4 GB de RAM DDR4-2400 MHz (1 x 4 GB),299990,2021-09-22
3945,Notebook HP ZBook Power G7,2S4X6LA,Unidad de estado sólido PCIe® NVMe™ TLC M.2 de 1 TB,"Intel® Core™ i7-10750H (frecuencia base de 2,6 GHz, hasta 5,0 GHz con tecnología Intel® Turbo Boost, 12 MB de caché L3 y 6 núcleos)",16 GB de RAM DDR4-3200 MHz (1 x 16 GB),Precio no especificado,2021-09-22
3946,Notebook HP 348 G7,2E4U1LT,Disco duro SATA de 1 TB y 5400 RPM,"Intel® Core™ i3-10110U (frecuencia base de 2,1 GHz, hasta 4,1 GHz con tecnología Intel® Turbo Boost, 4 MB de caché L3 y 2 núcleos)",4 GB de RAM DDR4-2666 MHz (1 x 4 GB),Precio no especificado,2021-09-22
3947,Notebook HP Pavilion 13-bb0004la,310D8LA,Unidad de estado sólido PCIe® NVMe™ M.2 de 256 GB,"Intel® Core™ i7-1165G7 (hasta 4,7 GHz con tecnología Intel® Turbo Boost, 12 MB de caché L3 y 4 núcleos)",8 GB de RAM DDR4-3200 MHz (integrada),Precio no especificado,2021-09-22
3948,Notebook HP 15-ef1015la,310J5LA,Unidad de estado sólido PCIe® NVMe™ M.2 de 256 GB,"AMD Ryzen™ 3 4300U (velocidad base de 2,7 GHz, velocidad de ráfaga máxima de hasta 3,7 GHz, 4 MB de caché L3 y 4 núcleos)",4 GB de RAM DDR4-2666 MHz (1 x 4 GB),Precio no especificado,2021-09-22
3949,Notebook OMEN 15-ek0062la,1M1L9LA,Unidad de estado sólido Intel® de 512 GB,"Intel® Core™ i7-10750H (frecuencia base de 2,6 GHz, hasta 5,0 GHz con tecnología Intel® Turbo Boost, 12 MB de caché L3 y 6 núcleos)",8 GB de SDRAM DDR4-2933 (1 x 8 GB),Precio no especificado,2021-09-22
3950,Notebook HP Pavilion Gaming - 15-dk1028la,10G81LA,Unidad de estado sólido Intel® de 256 GB,"Intel® Core™ i5-10300H (frecuencia base de 2,5 GHz, hasta 4,5 GHz con tecnología Intel® Turbo Boost, 8 MB de caché L3 y 4 núcleos)",8 GB de SDRAM DDR4-2933 (1 x 8 GB),Precio no especificado,2021-09-22
3951,Notebook HP 14-cf2053la,299P9LA,Unidad de estado sólido M.2 PCIe® NVMe™ de 512 GB,"Intel® Core™ i3-10110U (frecuencia base de 2,1 GHz, hasta 4,1 GHz con tecnología Intel® Turbo Boost, 4 MB de caché L3 y 2 núcleos)",8 GB de RAM DDR4-2666 MHz (1 x 8 GB),Precio no especificado,2021-09-22
3952,Notebook HP 15-da2031la,2M6J3LA,Disco duro SATA de 1 TB y 5400 RPM,"Intel® Core™ i5-10210U (frecuencia base de 1,6 GHz, hasta 4,2 GHz con tecnología Intel® Turbo Boost, 6 MB de caché L3 y 4 núcleos)",4 GB de RAM DDR4-2666 MHz (1 x 4 GB),Precio no especificado,2021-09-22
3953,Notebook HP EliteBook x360 1040 G6,8GF48LT,SSD M.2 PCIe® NVMe™ de 512 GB,"Intel® Core™ i5-8265U con gráficos Intel® UHD 620 (frecuencia base de 1,6 GHz, hasta 3,9 GHz con tecnología Intel® Turbo Boost, 6 MB de caché y 4 núcleos)",RAM DDR4-2666 MHz de 8 GB (integrada),Precio no especificado,2021-09-22
3954,Notebook HP ZBook Firefly 14 G7,30C56LA,Unidad de estado sólido PCIe® NVMe™ TLC M.2 de 512 GB,"Intel® Core™ i7-10510U (frecuencia base de 1,8 GHz, hasta 4,9 GHz con tecnología Intel® Turbo Boost, 8 MB de caché L3 y 4 núcleos)",RAM DDR4-2666 MHz de 16 GB (incorporada),Precio no especificado,2021-09-22
3955,Notebook HP ZBook Firefly 14 G7,30C55LA,Unidad de estado sólido PCIe® NVMe™ TLC M.2 de 512 GB,"Intel® Core™ i5-10210U (frecuencia base de 1,6 GHz, hasta 4,2 GHz con tecnología Intel® Turbo Boost, 6 MB de caché L3 y 4 núcleos)",16 GB de RAM DDR4-2666 MHz (1 x 16 GB),Precio no especificado,2021-09-22
3956,Notebook HP 250 G8,2P5L7LT,Disco duro SATA de 1 TB y 5400 RPM,"Intel® Core™ i3-1005G1 (frecuencia base de 1,2 GHz, hasta 3,4 GHz con tecnología Intel® Turbo Boost, 4 MB de caché L3 y 2 núcleos)",4 GB de RAM DDR4-2666 MHz (1 x 4 GB),Precio no especificado,2021-09-22
3957,Notebook HP Pavilion Gaming 15-dk1043la,3Y7A8LA,Unidad de estado sólido M.2 PCIe® NVMe™ de 512 GB,"Intel® Core™ i5-10300H (frecuencia base de 2,5 GHz, hasta 4,5 GHz con tecnología Intel® Turbo Boost, 8 MB de caché L3 y 4 núcleos)",8 GB de RAM DDR4-2933 MHz (1 x 8 GB),Precio no especificado,2021-09-22
3958,Notebook HP 14-ck2096la,2C3C5LA,Disco duro SATA de 500 GB y 5400 rpm,"Intel® Celeron® N4020 (frecuencia base de 1,1 GHz, frecuencia de ráfaga de hasta 2,8 GHz, 4 MB de caché L2 y 2 núcleos)",4 GB de RAM DDR4-2400 MHz (1 x 4 GB),Precio no especificado,2021-09-22
3959,Notebook HP 15-dw2039la,1A6E9LA,Disco duro SATA de 1 TB y 5400 RPM,"Intel® Core™ i7-1065G7 (frecuencia base de 1,3 GHz, hasta 3,9 GHz con tecnología Intel® Turbo Boost, 8 MB de caché, 4 núcleos)",8 GB de SDRAM DDR4-2666 (1 x 8 GB),Precio no especificado,2021-09-22
3960,Notebook HP 15-dy1064la,6QW58LA,Unidad de estado sólido Intel® de 256 GB,"Intel® Core™ i5-1035G1 (frecuencia base de 1,0 GHz, hasta 3,6 GHz con tecnología Intel® Turbo Boost, 6 MB de caché, 4 núcleos)",SDRAM DDR4-2666 de 8 GB (1 x 8 GB),Precio no especificado,2021-09-22
3961,Notebook HP Pavilion x360 Convertible 15-dq1003la,2B129LA,Unidad de estado sólido M.2 de 128 GB,"Intel® Core™ i5-10210U (frecuencia base de 1,6 GHz, base de hasta 4,2 GHz con tecnología Intel® Turbo Boost, 6 MB de caché y 4 núcleos)",8 GB de SDRAM DDR4-2666 (1 x 8 GB),Precio no especificado,2021-09-22
3962,Notebook HP 14-ck2091la,275K1LA,Unidad de estado sólido SATA M.2 de 128 GB,"Intel® Core™ i3-10110U (frecuencia base de 2,1 GHz, hasta 4,1 GHz con tecnología Intel® Turbo Boost, 4 MB de caché L3 y 2 núcleos)",4 GB de RAM DDR4-2666 MHz (1 x 4 GB),Precio no especificado,2021-09-22
3963,Notebook HP ENVY 13-ba1124la,2K6V7LA,Unidad de estado sólido Intel® PCIe® NVMe™ M.2 de 512 GB,Procesador no especificado,RAM DDR4-2666 MHz de 8 GB (integrada),Precio no especificado,2021-09-22
3964,Notebook HP 348 G7,2Q0D2LT,Disco duro SATA de 1 TB y 5400 RPM,"Intel® Core™ i5-10210U (frecuencia base de 1,6 GHz, hasta 4,2 GHz con tecnología Intel® Turbo Boost, 6 MB de caché L3 y 4 núcleos)",4 GB de RAM DDR4-2666 MHz (1 x 4 GB),Precio no especificado,2021-09-22
3965,Notebook HP ZBook Power G7,2S4Y8LA,Unidad de estado sólido PCIe® NVMe™ TLC M.2 de 1 TB,"Intel® Core™ i9-10885H (frecuencia base de 2,4 GHz, hasta 5,3 GHz con tecnología Intel® Turbo Boost, 16 MB de caché L3 y 8 núcleos)",16 GB de RAM DDR4-3200 MHz (1 x 16 GB),Precio no especificado,2021-09-22
3966,Notebook HP Pavilion x360 Convertible 14-dh1032la,275K7LA,Unidad de estado sólido PCIe® NVMe™ M.2 de 256 GB,"Intel® Core™ i3-10110U (frecuencia base de 2,1 GHz, hasta 4,1 GHz con tecnología Intel® Turbo Boost, 4 MB de caché L3 y 2 núcleos)",4 GB de RAM DDR4-2666 MHz (1 x 4 GB),Precio no especificado,2021-09-22
3967,Notebook HP 15-da2034la,2M6M1LA,Disco duro SATA de 1 TB y 5400 RPM,"Intel® Pentium® Gold 6405U (frecuencia base de 2,4 GHz, 2 MB de caché L3, 2 núcleos)",8 GB de RAM DDR4-2666 MHz (1 x 8 GB),Precio no especificado,2021-09-22
3968,Notebook HP 14-cf3028la,171V1LA,Disco duro SATA de 1 TB y 5400 RPM,"Intel® Core™ i5-1035G1 (frecuencia base de 1,0 GHz, hasta 3,6 GHz con tecnología Intel® Turbo Boost, 6 MB de caché L3 y 4 núcleos)",4 GB de SDRAM DDR4-2666 (1 x 4 GB),Precio no especificado,2021-09-22
3969,Notebook HP 14-cf2087la,310H3LA,Unidad de estado sólido SATA M.2 de 128 GB,"Intel® Celeron® N4020 (frecuencia base de 1,1 GHz, frecuencia de ráfaga de hasta 2,8 GHz, 4 MB de caché L2 y 2 núcleos)",4 GB de RAM DDR4-2400 MHz (1 x 4 GB),Precio no especificado,2021-09-22
3970,Notebook HP Pavilion x360 Convertible 14-dw0005la,8VV69LA,Unidad de estado sólido M.2 PCIe® NVMe™ de 512 GB,"Intel® Core™ i7-1065G7 (frecuencia base de 1,3 GHz, hasta 3,9 GHz con tecnología Intel® Turbo Boost, 8 MB de caché L3 y 4 núcleos)",8 GB de SDRAM DDR4-3200 (1 x 8 GB),Precio no especificado,2021-09-22
3971,Notebook HP Pavilion 14-dv0001la,30A61LA,Unidad de estado sólido Intel® PCIe® NVMe™ M.2 de 512 GB,"Intel® Core™ i5-1135G7 (hasta 4,2 GHz con tecnología Intel® Turbo Boost, 8 MB de caché L3 y 4 núcleos)",8 GB de RAM DDR4-3200 MHz (2 x 4 GB),Precio no especificado,2021-09-22
3972,Notebook HP ENVY 13-ba1123la,2K6T1LA,Unidad de estado sólido PCIe® NVMe™ M.2 de 256 GB,"Intel® Core™ i5-1135G7 (hasta 4,2 GHz con tecnología Intel® Turbo Boost, 8 MB de caché L3 y 4 núcleos)",RAM DDR4-2666 MHz de 8 GB (integrada),Precio no especificado,2021-09-22
3973,Notebook HP 14-dq1016la,9UV94LA,Unidad de estado sólido PCIe® NVMe™ M.2 de 256 GB,"Intel® Core™ i3-1005G1 (frecuencia base de 1,2 GHz, hasta 3,4 GHz con tecnología Intel® Turbo Boost, 4 MB de caché, 2 núcleos)","12 GB de SDRAM DDR4-2666 (1 x 4 GB, 1 x 8 GB)",Precio no especificado,2021-09-22
3974,Notebook HP 15-dw2043la,9UV60LA,Unidad de estado sólido PCIe® NVMe™ M.2 de 256 GB,"Intel® Core™ i5-1035G1 (frecuencia base de 1,0 GHz, hasta 3,6 GHz con tecnología Intel® Turbo Boost, 6 MB de caché, 4 núcleos)",8 GB de SDRAM DDR4-2666 (1 x 8 GB),Precio no especificado,2021-09-22
3975,Notebook HP Pavilion 14-dv0005la,310G1LA,Unidad de estado sólido Intel® de 256 GB,"Intel® Core™ i5-1135G7 (hasta 4,2 GHz con tecnología Intel® Turbo Boost, 8 MB de caché L3 y 4 núcleos)",8 GB de RAM DDR4-3200 MHz (1 x 8 GB),Precio no especificado,2021-09-22
3976,Notebook HP Pavilion 14-dv0002la,309B1LA,Unidad de estado sólido (SSD) PCIe® NVMe™ M.2 de 1 TB,"Intel® Core™ i7-1165G7 (hasta 4,7 GHz con tecnología Intel® Turbo Boost, 12 MB de caché L3 y 4 núcleos)",16 GB de RAM DDR4-3200 MHz (1 x 16 GB),Precio no especificado,2021-09-22
3977,Notebook HP 240 G7,151D7LT,SATA de 1 TB y 5400 rpm,"Intel® Core™ i3-1005G1 (frecuencia base de 1,2 GHz, hasta 3,4 GHz con tecnología Intel® Turbo Boost, 4 MB de caché L3 y 2 núcleos)",4 GB de RAM DDR4-2666 MHz (1 x 4 GB),Precio no especificado,2021-09-22
3978,Notebook HP 15-dw1064la,2A4R3LA,Unidad de estado sólido SATA 3 TLC M.2 de 128 GB,"Intel® Core™ i7-10510U (frecuencia base de 1,8 GHz, hasta 4,9 GHz con tecnología Intel® Turbo Boost, 8 MB de caché L3 y 4 núcleos)","12 GB de RAM DDR4-2666 MHz (1 x 4 GB, 1 x 8 GB)",Precio no especificado,2021-09-22
3979,Notebook HP 14-cf2052la,299P8LA,Unidad de estado sólido PCIe® NVMe™ M.2 de 256 GB,"Intel® Core™ i3-10110U (frecuencia base de 2,1 GHz, hasta 4,1 GHz con tecnología Intel® Turbo Boost, 4 MB de caché L3 y 2 núcleos)",8 GB de RAM DDR4-2666 MHz (1 x 8 GB),Precio no especificado,2021-09-22
