,Codigo,Memoria Ram,Fecha,Precio,Almacenamiento,Nombre,Modelo,Procesador
1023,15320552,16GB,2021-10-01,1399990,512GB,"Katana GF76 11UD Intel Core i7 16GB RAM 512GB SSD NVIDIA® GeForce RTX¿ 3050 Ti 4GB 17.3"" 144 Hz",KATANA GF76 11UD,INTEL CORE I7
1024,15344731,4GB,2021-10-01,209990,NO APLICA,"Chromebook Intel Celeron 4GB RAM 32GB 11.6"" (Teclado y Sistema en Inglés - Configurable al Español)",Modelo no encontrado,INTEL CELERON
1025,15547141,4GB,2021-10-01,549990,128GB,Macbook Air 11.6 Core I5 2015 - Reacondicionado,INTEL CORE I5,INTEL CORE I5
1026,14927364,8GB,2021-10-01,¡Quémal!Justoseagotó,512GB,"Notebook Swift 3 Intel Core i5-1135G7 8GB RAM 512GB SSD 13.5""",SWIFT 3,INTEL CORE I5
1027,15348006,8GB,2021-10-01,539000,NO APLICA,Notebook HP 240 G8 I3-1005 8Gb 1Tb Win10H,Modelo no encontrado,INTEL CORE I3
1028,15537682,8GB,2021-10-01,559990,256GB,"Notebook D15 Intel Core I3 8GB RAM 256GB SSD 15.6""",Modelo no encontrado,INTEL CORE I3
1029,110356179,4 GB,2021-10-01,499990,Almacenamiento no encontrado,"Notebook Lenovo V14 ADA AMD Ryzen 3 3250U / 1 TB HDD / 4 GB RAM / AMD Radeon RX Vega 3 (Integrada) / 15,6""",Modelo no encontrado,AMD RYZEN 3 3250U
1030,14898981,16GB,2021-10-01,1449990,512GB,"Notebook ZenBook Duo 14 UX482 LED Full HD Touch Screen 14""",ASUS ZENBOOK DUO 14 UX482EA-HY140T,INTEL CORE I7
1031,15341031,4GB,2021-10-01,349990,128GB,"Notebook Intel Pentium 4GB RAM 128GB SSD 15.6"" (Teclado y sistema en Inglés-configurable al español)",Modelo no encontrado,INTEL PENTIUM
1032,15238604,4GB,2021-10-01,279990,128GB,"Notebook By Toshiba Intel Celeron 4GB RAM 128GB SSD 14"" (Teclado y sistema en Inglés-100% configurable al español)",Modelo no encontrado,INTEL CELERON
1033,15340847,4GB,2021-10-01,269990,64GB,"Notebook 2 En 1 Touch Intel Celeron 4GB RAM 64GB SSD 13.3"" (Teclado y sistema en Inglés-configurable al español)",Modelo no encontrado,INTEL CELERON
1034,8300461,16GB,2021-10-01,2399990,1TB,"MacBook Pro 16"" Intel Core i9 16 GB RAM-1TB SSD Silver Touch Bar",Modelo no encontrado,INTEL CORE I9
1035,15312172,4GB,2021-10-01,259990,64GB,"Notebook Intel Celeron 4GB RAM 64GB SSD 11.6"" (Teclado y Sistema en Inglés - Configurable al Español)",Modelo no encontrado,INTEL CELERON
1036,11235824,8GB,2021-10-01,1149990,128GB,@NTG LENO LEGION I7 8 1T+128S 1660,LENOVO LEGION 5I,INTEL CORE I7
1037,110447145,4GB,2021-10-01,339990,Almacenamiento no encontrado,"Notebook Asus L510 Ultra delgado 15.6"" Intel Celeron n4020 4 Gb 128 Gb eMMC 2.8 Ghz Office 365",Modelo no encontrado,INTEL CELERON
1038,15340890,4GB,2021-10-01,269990,64GB,"Notebook 2 En 1 Touch Intel Celeron 4GB RAM 64GB SSD 13.3"" (Teclado y sistema en Inglés-configurable al español)",Modelo no encontrado,INTEL CELERON
1039,15106695,8GB,2021-10-01,449990,256GB,Notebook HP 14 i3-1005 8GB 256GB Reacondicionado,Modelo no encontrado,INTEL CORE I3
1040,15402646,8GB,2021-10-01,569990,512GB,"Notebook HP Pavilion 15-eh0006la AMD Ryzen R5 8GB RAM 512GB SSD Gráficos Integrados AMD Radeon 15.6""",NOTEBOOK HP PAVILION 15-EH0006LA,AMD RYZEN R5
1041,110437447,4GB,2021-10-01,239990,Almacenamiento no encontrado,Notebook Lenovo 100e AMD 1.2GHz 4GB 64GB Webcam Bluetooth Pantalla 11.6 Win 10,Modelo no encontrado,AMD E-SERIES
1042,15270171,16GB,2021-10-01,1879990,512GB,"XPS 13 9310 2in1 Intel Core i7 16GB RAM 512GB SSD Intel Iris Xe Graphics 13.4""",DELL XPS 13 9310 2IN1,INTEL CORE I7
1043,12281910,4GB,2021-10-01,399000,240GB,Ultrabook Hp 9470m 240GB SSD i5 REACONDICIONADO,Modelo no encontrado,INTEL CORE I5
1044,15331812,8GB,2021-10-01,799990,256GB,"Notebook HP Pavilion Gaming 15-dk1028la Intel Core i5 8GB RAM 256GB SSD NVIDIA GTX 1050 15.6"" 60 Hz",NOTEBOOK HP PAVILION GAMING 15-DK1028LA,INTEL CORE I5
1045,15024310,8GB,2021-10-01,899990,256GB,"Notebook Intel Core i5 8GB RAM 256Gb SSD 14""",NOTEBOOK HP PAVILION 14-DV0005LA,INTEL CORE I5
1046,15453098,16GB,2021-10-01,619990,256GB,Notebook Dell 7480 Ram 16 GB Reacondicionado,Modelo no encontrado,INTEL CORE I7
1047,15320575,8GB,2021-10-01,679990,256GB,"Modern 14 B5M AMD Ryzen R5 8GB RAM 256GB SSD AMD Radeon¿ Graphics 14""",MODERN 14 B5M,AMD RYZEN R5
1048,110356737,8 GB,2021-10-01,599990,Almacenamiento no encontrado,"Notebook MSI Modern Intel Core i3-10110U / 8GB RAM / 128 GB SSD / 14""FHD / Intel UHD / Windows 10 / Teclado Inglés",Modelo no encontrado,INTEL CORE I3-10110U
1049,8300426,16GB,2021-10-01,2049990,512GB,"MacBook Pro 16"" Intel Core i7 16GB RAM-512GB SSD Silver Touch Bar",Modelo no encontrado,INTEL CORE I7
1050,14729021,4GB,2021-10-01,670900,NO APLICA,Notebook Hp 240 G7 I5-1035 4Gb 1Tb Win10P,Modelo no encontrado,INTEL CORE I5
1051,15219766,16GB,2021-10-01,1199990,512GB,"ROG Zephyrus G14 GA401QC-HZ023T AMD Ryzen R7 16GB RAM 512GB SSD NVIDIA GeForce RTX 3050 14""",ROG ZEPHYRUS G14 GA401QC-HZ023T,AMD RYZEN R7
1052,15340995,4GB,2021-10-01,279990,128GB,"Notebook Dynabook by Toshiba Celeron 4GB RAM 128GB SSD 14"" (Teclado y sistema en Inglés-configurable al español)",Modelo no encontrado,INTEL CELERON
1053,15392387,8GB,2021-10-01,499990,512GB,HP X360 1030 G2 13.3 Core i5 8GB- Reacondiciona,Modelo no encontrado,INTEL CORE I5
1054,110382423,8 GB,2021-10-01,799990,Almacenamiento no encontrado,"Notebook VivoBook R Series AMD Ryzen 7 3700U/8GB RAM/256 GB SSD/15,6"" FHD TOUCH/Radeon RX Vega 10/W10 PRO/Teclado Inglés",Modelo no encontrado,AMD RYZEN 7 3700U
1055,15510584,8GB,2021-10-01,419990,256GB,"Notebook 245 AMD Ryzen 3 3250U 8GB RAM 256GB SSD 14""",NOTEBOOK HP 245 G7,AMD RYZEN R3
1056,15333085,4GB,2021-10-01,399990,128GB,Ideapad 3 15.6 HD Core i3 - Reacondicionado,Modelo no encontrado,INTEL CORE I3
1057,15344675,4GB,2021-10-01,229990,NO APLICA,"Notebook Intel Celeron 4GB RAM 32GB 11.6"" (Teclado y Sistema en Inglés - Configurable al Español)",Modelo no encontrado,INTEL CELERON
1058,15199892,4GB,2021-10-01,259990,NO APLICA,"Notebook Intel Celeron 4GB RAM 64GB SSD 11.6"" (Teclado y Sistema en Inglés - Configurable al Español)",Modelo no encontrado,INTEL
1059,15203223,8GB,2021-10-01,434990,256GB,Notebook Chuwi intel i3-6157U - 8GB - 256GB - 13 - W10,Modelo no encontrado,INTEL CORE I3
1060,15189500,16GB,2021-10-01,919990,512GB,"Matebook D15 Intel Core i5 16GB RAM 512GB SSD 15.6""",MATEBOOK D15,INTEL CORE I5
1061,15229154,8GB,2021-10-01,339990,256GB,Notebook CHUWI Intel N4020/8GB/256GB SSD/141/W10,Modelo no encontrado,INTEL CELERON
1062,14631362,4GB,2021-10-01,299990,Almacenamiento no encontrado,Chromebook 300e Convertible AMD A4 4GB RAM 32 GB eMMc Chrome OS 11,CHROMEBOOK 300E,AMD A4
1063,15517829,8GB,2021-10-01,429990,256GB,Notebook Eb 840 G3 14 Core I5 - Reacondicionado,Modelo no encontrado,INTEL CORE I5
1064,110437653,8GB,2021-10-01,779990,Almacenamiento no encontrado,Notebook Lenovo Yoga C740 I5 8gb 512gb Ssd 32gb Optane,Modelo no encontrado,INTEL CORE I5
1065,15347973,4GB,2021-10-01,429900,NO APLICA,Notebook HP 348 G7 I3-10110U 1TB 4GB W10 Home 14,Modelo no encontrado,INTEL CORE I3
1066,15229254,8GB,2021-10-01,1099990,512GB,Pavilion Gaming Ryzen 7 8GB RAM 512GB SSD 156,Modelo no encontrado,AMD RYZEN R7
1067,15411623,4GB,2021-10-01,339990,Almacenamiento no encontrado,"Notebook Detachable Ideapad D330 CEL 4GB RAM 64GB EmmC 10.1"" + Office Home&Student",Modelo no encontrado,INTEL CELERON
1068,110356357,4 GB,2021-10-01,249990,Almacenamiento no encontrado,"Notebook Evoo Intel Celeron N4000 / 4GB RAM / 64 GB / 11,6"" HD / Intel UHD 600 / W10 / Teclado Inglés / 1 año Microsoft Personal 365",Modelo no encontrado,INTEL CELERON N4000
1069,14449258,8GB,2021-10-01,949990,512GB,"Notebook Pavilion Gaming Intel Core i5-10300H 8GB RAM + 32GB Intel Optane 512GB SSD NVIDIA GeForce GTX 1650 16.1""",HP PAVILION GAMING 16-A0001LA,INTEL CORE I5
1070,15546658,8GB,2021-10-01,659990,128GB,Macbook Air 13 Core I5 Early 2015 Reacondicionado,Modelo no encontrado,INTEL CORE I5
1071,15557020,4GB,2021-10-01,419990,NO APLICA,Notebook Hp 240 G7 N4020 4Gb 500Gb W10H Candado,Modelo no encontrado,INTEL CELERON
1072,15545922,4GB,2021-10-01,449990,NO APLICA,Applemacbook Pro Core I5-3210M 500Gb Reacondinado.,Modelo no encontrado,INTEL CORE I5
1073,15270168,8GB,2021-10-01,1059990,512GB,"Inspiron 5406 Intel Core i7 8GB RAM 512GB SSD Intel Iris Xe Graphics 14""",DELL INSPIRON 5406,INTEL CORE I7
1074,110356657,4 GB,2021-10-01,349990,Almacenamiento no encontrado,"Notebook Lenovo Ideapad 1 Intel Celeron N4020 / 4GB RAM / 64 GB SSD / 14""HD / Intel UHD 600 / W10 Modo S / Teclado Inglés",Modelo no encontrado,INTEL CELERON N4020
1075,11063627,16GB,2021-10-01,1779990,1TB,"MacBook Pro de 13"" Intel Core i5 de cuatro núcleos a 2,0 GHz de décima generación, 1 TB - Silver Touch Bar",MACBOOK PRO,INTEL CORE I5
1076,110357288,4 GB,2021-10-01,499990,Almacenamiento no encontrado,"Notebook Acer Aspire Intel Core I3-1005G1 / 4GB RAM / 128 GB SSD / 15,6"" FHD / BACKLIT KB / Intel UHD / W10 Modo S / Teclado Inglés",Modelo no encontrado,INTEL CORE I3-1005G1
1077,15510485,16GB,2021-10-01,859990,512GB,"Notebook Pavilion 15-eh0011la AMD Ryzen7-4700U 16GB RAM 512GB SSD 15.6""",NOTEBOOK HP PAVILION 15-EH0011LA,AMD RYZEN R7
1078,15477867,8GB,2021-10-01,529000,256GB,Notebook Lenovo T440P I7 8Gb 256Gb Reacondicionado,Modelo no encontrado,INTEL CORE I7
1079,15158632,16GB,2021-10-01,1129990,1TB,"Notebook Intel Core i7 16GB RAM 1TB SSD NVIDIA GeForce MX450 2GB GDDR6 16""",Modelo no encontrado,INTEL CORE I7
1080,15236302,4GB,2021-10-01,469990,128GB,Notebook IdeaPad Slim 1 AMD Athlon 4GB RAM 128 SSD,NOTEBOOK LENOVO IDEAPAD SLIM 1 AMD ATHLON SILVER 3050E 4GB RAM 128GB SSD 14'' - AZUL,AMD
1081,110356407,4 GB,2021-10-01,499990,Almacenamiento no encontrado,"Notebook Asus Vivobook Intel Core i3-1005G1 / 4GB RAM / 128 GB SSD / 14"" FHD / Intel HD / W10 Modo S / Teclado Inglés",Modelo no encontrado,INTEL CORE I3-1005G1
1082,110416246,8 GB,2021-10-01,549990,Almacenamiento no encontrado,"Notebook Evoo Intel® Core¿ i7-6660U/8GB RAM/256GB SSD /15,6"" FHD/Intel® Iris® 540/W10/Tec. Inglés",Modelo no encontrado,INTEL® CORE¿ I7-6660U
1083,14729022,8GB,2021-10-01,690900,NO APLICA,Notebook Hp 240 G7 I5-1035 8Gb 1Tb Win10P,Modelo no encontrado,INTEL CORE I5
1084,11063603,16GB,2021-10-01,1779990,1TB,"MacBook Pro de 13¿ Intel Core i5 de cuatro núcleos a 2,0 GHz de décima generación 1 TB- Silver Touch Bar",MACBOOK PRO,INTEL CORE I5
1085,15303909,4GB,2021-10-01,299990,128GB,"Notebook Dynabook by Toshiba Intel Celeron 4GB RAM 128GB SSD 15.6"" (Teclado y sistema en Inglés-configurable al español)",Modelo no encontrado,INTEL CELERON
1086,11062903,16GB,2021-10-01,1599990,512GB,"MacBook Pro de 13"" Intel Core i5 de cuatro núcleos a 2,0 GHz de décima generación, 512 GB - Silver Touch Bar",MACBOOK PRO,INTEL CORE I5
1087,15408662,8GB,2021-10-01,589990,240GB,HP 348 G7 14 I3 RAM 8GB 240GBSSD1TBHDDBolso,Modelo no encontrado,INTEL CORE I3
1088,15564720,8GB,2021-10-01,599990,256GB,Apple Macbook Retina Core M3-6Y30 Reacondicionado,Modelo no encontrado,INTEL CORE
1089,110356282,8 GB,2021-10-01,599990,Almacenamiento no encontrado,"Notebook Lenovo Ideapad 3 Intel® Core¿ i3-10110U / 8GB RAM / 256 GB SSD / 15,6"" HD / Intel UHD / W10 / Teclado Inglés",Modelo no encontrado,I3-10110U
1090,15414141,4GB,2021-10-01,299990,NO APLICA,Notebook Asus Chromebook C200MAEDU Negro,Modelo no encontrado,INTEL CELERON
1091,15168434,4GB,2021-10-01,339990,128GB,Notebook HP 14 Athlon 128GB SSD Reacondicionado,Modelo no encontrado,AMD
1092,15024312,8GB,2021-10-01,849990,256GB,"Notebook Intel Core i5 8GB RAM 256Gb SSD 13.3""",NOTEBOOK HP ENVY 13-BA0102LA,INTEL CORE I5
1093,15373558,8GB,2021-10-01,769990,256GB,Notebook Latitud 3410 I5-10210U 8GB SSD256GB W10H,Modelo no encontrado,INTEL CORE I5
1094,110356401,8 GB,2021-10-01,799990,Almacenamiento no encontrado,"Notebook Acer Swift 3 AMD Ryzen 7 4700U / 8GB RAM / 512 GB SSD / 14"" FHD / BACKLIT KB / AMD Radeon Vega 7 / W10 Modo S /Teclado Inglés",Modelo no encontrado,AMD RYZEN 7 4700U
1095,15270172,16GB,2021-10-01,1699990,512GB,"XPS 13 9310 Intel Core i7 16GB RAM 512GB SSD Intel Iris Xe Graphics 13.4""",DELL XPS 13 9310,INTEL CORE I7
1096,15028288,4GB,2021-10-01,349990,240GB,Notebook Hp Elitebook 8440P Ssd 240 Reacondicionad,NOTEBOOK HP ELITEBOOK 8440P SSD 240 REACONDICIONADO,INTEL CORE I5
1097,15261225,8GB,2021-10-01,829990,512GB,"Pavilion Gaming 15-DK1043LA Intel Core i5 8GB RAM 512GB SSD NVIDIA GTX 1650Ti 15.6"" 60 Hz",HP PAVILION GAMING 15-DK1043LA,INTEL CORE I5
1098,15224425,8GB,2021-10-01,1099990,256GB,"Pavilion Gaming 15-dk1022la Intel® Core i7 8GB RAM + 16GB Intel® Optane 256GB SSD 15,6""",Modelo no encontrado,INTEL CORE I7
1099,14984183,12GB,2021-10-01,1119990,512GB,Yoga Core i5 11va Gen 12GB RAM 512GB SSD 14,NOTEBOOK LENOVO YOGA 7I INTEL CORE I7 11VA GENERACIÓN,INTEL CORE I7
1100,14727685,16GB,2021-10-01,1399990,1TB,"Notebook Yoga 9i Intel Core i5-1135G7 16GB RAM 1TB SSD Intel Iris Xe Graphics, 14"" 4K 500N",NO APLICA,INTEL CORE I5
1101,15547095,16GB,2021-10-01,1099990,512GB,Macbook Pro Retina 13.3 I5 2015 Reacondicionado,Modelo no encontrado,INTEL CORE I5
1102,14624690,16GB,2021-10-01,1999990,512GB,"Notebook Intel Core i7-10750H 16GB RAM 32GB Intel Optane 512GB SSD 15.6""",NOTEBOOK HP ENVY 15-EP0001LA,INTEL CORE I7
1103,110356175,4 GB,2021-10-01,399990,Almacenamiento no encontrado,"Notebook Acer Intel Celeron N4500 / 4GB RAM / 64 GB SSD / 15,6"" FHD / Intel UHD / W10 Modo S / Teclado Inglés",Modelo no encontrado,INTEL CELERON N4500
1104,110356527,4 GB,2021-10-01,249990,Almacenamiento no encontrado,"Notebook Evoo Intel Celeron N4000 / 4GB RAM / 64 GB / 11,6"" HD / Intel UHD 600 / W10 / Teclado Inglés / 1 año Microsoft Personal 365",Modelo no encontrado,INTEL CELERON N4000
1105,15261223,16GB,2021-10-01,2049990,512GB,"Alienware NB 15 m15 R3 Intel Core i7 16GB RAM 512GB SSD NVIDIA® GeForce RTX¿ 2070 15.6""",ALIENWARE NB 15 M15 R3,INTEL CORE I7
1106,15066413,8GB,2021-10-01,499900,NO APLICA,Notebook Hp 640 G2 14 Intel I5 Reacondicionado,Modelo no encontrado,INTEL CORE I5
1107,15157223,8GB,2021-10-01,459990,256GB,NTBK CHUWI intel i3-6157U/ 8GB/ 256GB/ 13/ W10H,Modelo no encontrado,INTEL CORE I3
1108,13781045,8GB,2021-10-01,849990,512GB,"Notebook Pavilion Gaming 15-EC1024LA AMD Ryzen 7 8GB RAM 512GB SSD NVIDIA GeForce GTX 1650 15.6""","NOTEBOOK PAVILION GAMING 15-EC1024LA AMD RYZEN 7 8GB RAM 512GB SSD NVIDIA GEFORCE GTX 1650 15.6""",AMD RYZEN R7
1109,15084837,8GB,2021-10-01,759990,256GB,"Notebook 2 en 1 Yoga C740 Intel Core i5 8GB RAM 256GB SSD Integrated_Graphics 14"" (Sistema Operativo Ingles)",Modelo no encontrado,INTEL CORE I5
1110,14984218,16GB,2021-10-01,1919990,1TB,Yoga 9i Core i7 11va Gen 16GB RAM 1TB SSD 14,NOTEBOOK LENOVO YOGA 9I INTEL CORE I7 11VA GENERACIÓN,INTEL CORE I7
1111,110371100,8 GB,2021-10-01,499990,Almacenamiento no encontrado,"Notebook Evoo Intel® Core¿ i7-6660U / 8GB RAM / 256 GB SSD / 15,6"" FHD / Intel® Iris® 540 / W10 /Teclado Inglés",Modelo no encontrado,INTEL® CORE¿ I7-6660U
1112,110372278,8 GB,2021-10-01,1299990,Almacenamiento no encontrado,"Notebook Asus ROG Strix Intel Core i7-10750H / 8GB RAM / 512 GB SSD / 15,6""FHD / BACKLIT / NVIDIA GeForce GTX 1650 Ti (4GB) / Windows 10 / Teclado Inglés",Modelo no encontrado,INTEL CORE I7-10750H
1113,15417020,16GB,2021-10-01,1099990,512GB,"Matebook X I5/16/512 Intel Core i5 16GB RAM 512GB SSD Gráficos Intel® UHD 13""",MATEBOOK X I5/16/512,INTEL CORE I5
1114,15416803,16GB,2021-10-01,1499990,Almacenamiento no encontrado,"Matebook X PRO Intel Core i7 16GB RAM 1TB SSD Gráficos Intel® Iris® Xe 14""",MATEBOOK X PRO I7/16/1TB,INTEL CORE I7
1115,14999259,4GB,2021-10-01,489990,NO APLICA,NTBK DELL VOSTRO 3401 I3-1005G1/4GB/1TB/14/W10H,Modelo no encontrado,INTEL CORE I3
1116,15334619,4GB,2021-10-01,399990,NO APLICA,NTBK HP 348 G7 i3-10110U/ 4GB/ 1TB/ LED 14/ W10H,Modelo no encontrado,INTEL CORE I3
1117,15576950,8GB,2021-10-01,799990,256GB,Notebook Asus Vivobook S14,NOTEBOOK ASUS VIVOBOOK S14,AMD RYZEN R5
1118,110355818,4 GB,2021-10-01,499990,Almacenamiento no encontrado,"Notebook Lenovo Ideapad 3 AMD Ryzen 3 3250U / 4GB RAM / 128 GB SSD / 15,6""HD / AMD Radeon Vega / Windows 10 / Teclado Inglés",Modelo no encontrado,AMD RYZEN 3 3250U
1119,15433698,8GB,2021-10-01,499990,256GB,Notebook HP EliteBook x3601030 G2 Reacondicionado,Modelo no encontrado,INTEL CORE I5
1120,15445493,4GB,2021-10-01,414990,NO APLICA,Notebook Lenovo V145-14AST AMD A4-9125 4GB 500GB,NOTEBOOK LENOVO V145-14AST,AMD A4
1121,15547093,8GB,2021-10-01,749990,128GB,Macbook Air 13.3 I7 Early 2015 Reacondicionado,Modelo no encontrado,INTEL CORE I7
1122,15264206,8GB,2021-10-01,1899990,512GB,"Notebook EliteBook x360 2 en 1 1040 G6 Intel Core i5 8 GB RAM 512 SSD 14""",Modelo no encontrado,INTEL CORE I5
1123,15509942,16GB,2021-10-01,1399990,512GB,"ZBook Firefly 14 G8 Intel Core i7 16GB RAM 512GB SSD 14""",HP ZBOOK FIREFLY 14 G8,INTEL CORE I7
1124,15192938,6GB,2021-10-01,289990,128GB,Notebook Chuwi 2 en 1 N4100/6GB/128GB/101/W10H,Modelo no encontrado,INTEL CELERON
1125,15523775,4GB,2021-10-01,414990,NO APLICA,Lenovo V145-14Ast Amd A4-9125 Ram4Gb Hdd500G Win10,LENOVO V145-14AST AMD A4-9125 RAM 4 GB HDD 500 GB WINDOWS 10,AMD A4
1126,15399555,4GB,2021-10-01,404990,NO APLICA,Notebook HP 240 G8 i3-1005G1 /4GB/1TB/14/W10H,Modelo no encontrado,INTEL CORE I3
1127,13781047,32GB,2021-10-01,1999990,512GB,Notebook Gamer 15-EK0008 Intel Core i7-10750H 32GB RAM + 32 Intel Optane 512GB SSD NVIDIA GeForce RTX 2070 144Hz,HP 15-EK0008LA,INTEL CORE I7
1128,15265346,4GB,2021-10-01,379990,NO APLICA,Notebook Asus E410MA BV037T Celeron N4020 64GB EMM,Modelo no encontrado,INTEL CELERON
1129,15547092,8GB,2021-10-01,799990,128GB,Macbook Air Retina 13.3 Late 2018 Reacondicionado,Modelo no encontrado,INTEL CORE I5
1130,15511821,8GB,2021-10-01,419990,256GB,Hp 15-Ef1004Ds / 256Gb Ssd/ Reacondicionado,Modelo no encontrado,AMD
1131,15477982,8GB,2021-10-01,899990,512GB,"HP Pavilion Gaming 15-ec1024la AMD Ryzen 7 4800H 8GB 512GB SSD PCIe 15.6""",Modelo no encontrado,AMD RYZEN R7
1132,15566059,8GB,2021-10-01,599990,256GB,Hp 15-Dy1076Nr I5-1035G1 256Gb 8Gb Reacondicionado,Modelo no encontrado,INTEL CORE I5
1133,15261228,16GB,2021-10-01,1849990,512GB,"Spectre x360 convertible 14-ea0001la Intel Core i7 16GB RAM 512GB SSD Gráficos Intel Iris Xe 13.5""",HP SPECTRE X360 CONVERTIBLE 14-EA0001LA,INTEL CORE I7
1134,15265358,8GB,2021-10-01,369990,256GB,NTBK BMAX 2 en 1 Y11 N4120/8GB/256GB SSD/11.6/W10,Modelo no encontrado,INTEL CELERON
1135,110236440,4 GB,2021-10-01,399990,Almacenamiento no encontrado,"Notebook Lenovo Ideapad 3 Pentium Gold 4GB RAM 128GB SSD 14""HD Teclado Inglés",Modelo no encontrado,INTEL PENTIUM GOLD 6405U
1136,110377252,4 GB,2021-10-01,519990,Almacenamiento no encontrado,"Notebook Lenovo Flex 14 Intel Pentium Gold 5405U/4GB RAM/128GB SSD/14"" FHD/Intel UHD Graphics/W10/Teclado Inglés",Modelo no encontrado,INTEL PENTIUM GOLD 5405U
1137,15486713,8GB,2021-10-01,599990,512GB,Notebook Chuwi Intel I5-8259U/ 8Gb/ 512Gb/ 14/ W10H,Modelo no encontrado,INTEL CORE I5
1138,15156787,12GB,2021-10-01,359990,256GB,Notebook Chuwi Celeron J4115 12GB - 256GB - 130 - W10H,Modelo no encontrado,INTEL CELERON
1139,15156753,8GB,2021-10-01,529000,256GB,Notebook Hp 640 G2 14 Intel I5 Reacondicionado,Modelo no encontrado,INTEL CORE I5
1140,11236440,32GB,2021-10-01,2299990,1TB,Notebook Legion 7i Intel Core i7-10750H 32GB RAM 1TB SSD Nvidia Geforce RTX2080 Super Max-Q 240HZ,LENOVO LEGION 7I,INTEL CORE I7
1141,15557024,4GB,2021-10-01,449990,NO APLICA,Hp 240 G7 4Gb 500Gb W10 Mouse Mochila Kensington,Modelo no encontrado,INTEL CELERON
1142,15372812,4GB,2021-10-01,399990,NO APLICA,Notebook HP 240 G7 Celeron N4020 4Gb 500Gb Hdd,Modelo no encontrado,INTEL CELERON
1143,15156644,4GB,2021-10-01,449990,NO APLICA,NTBK HP 250 G7 I3-1005G1/ 4GB/ 1TB/ 15.6/ FreeDOS,"NOTEBOOK HP 250 G7 I3-1005G1/ 4GB/ 1TB/ 15.6""/ SIN SISTEMA OPERATIVO",INTEL CORE I3
1144,14449248,8GB,2021-10-01,1099990,512GB,"Notebook Gamer OMEN Intel Core i5 8GB RAM + 32GB Intel Optane 512GB SSD NVIDIA GeForce RTX 2060 15.6""",NOTEBOOK OMEN 15-EK0010LA,INTEL CORE I5
1145,15312339,8GB,2021-10-01,669900,256GB,Notebook Hp 245 G7 Amd Ryzen 5 3500 8Gb 256Gb Ssd W10P,Modelo no encontrado,AMD RYZEN R5
1146,15445491,16GB,2021-10-01,849990,512GB,Notebook HP Pavilion 13-bb0027nr Ram Reacondicionado,Modelo no encontrado,INTEL CORE I7
1147,12615448,4GB,2021-10-01,359990,Almacenamiento no encontrado,Notebook HP 15-db0031nr A9-9425 Reacondicionado,Modelo no encontrado,INTEL CORE M
1148,15565490,6GB,2021-10-01,299990,128GB,Ntbk Bmax S13A Intel N4020/6Gb/128Gb Ssd/W10/13.3,Modelo no encontrado,INTEL CELERON
1149,110357007,8 GB,2021-10-01,849990,Almacenamiento no encontrado,"Notebook Asus Zenbook AMD Ryzen 5 5500U / 8GB RAM / 256 GB SSD / 14"" FHD / BACKLIT/ Intel GeForce MX450 (2 GB) / W10 / Teclado Inglés",Modelo no encontrado,AMD RYZEN 5 5500U
1150,15249190,16GB,2021-10-01,1269990,256GB,Notebook ThinkBook 13s Core i5 11 16GB RAM 256SSD,NOTEBOOK LENOVO THINKBOOK 13S 2 GEN INTEL CORE I5 11VA GEN 16GB RAM 256GB SSD 13'',INTEL CORE I5
1151,15220914,4GB,2021-10-01,449990,NO APLICA,NTBK DELL VOSTRO 14 3400 I3-1115G4/4GB/1TB/FreeDOS,Modelo no encontrado,INTEL CORE I3
1152,15101647,8GB,2021-10-01,419990,NO APLICA,Notebook Dell Latitude 14 i5-6300U Reacondicionado,Modelo no encontrado,INTEL CORE I5
1153,110355740,8 GB,2021-10-01,1199990,Almacenamiento no encontrado,"Notebook Lenovo Legion 5 Intel Core i7-10750H / 8GB RAM / 512 GB SSD / 15,6""FHD / BACKLIT / NVIDIA GeForce GTX 1650 (4GB) / Windows 10 / Teclado Inglés",Modelo no encontrado,INTEL CORE I7-10750H
1154,15229611,12GB,2021-10-01,1299990,512GB,"Notebook Pavilion Gaming 16-a0004la Intel® Core i7 12GB 512GB SSD PCIe 16""",Modelo no encontrado,INTEL CORE I7
1155,15414143,4GB,2021-10-01,319990,NO APLICA,Notebook Lenovo Chromebook LEN-80SF0001US Negro,Modelo no encontrado,INTEL CELERON
1156,15312358,8GB,2021-10-01,590900,NO APLICA,Notebook Dell Vostro 3400 i3-1120 8Gb 1Tb W10Pro 14,Modelo no encontrado,INTEL CORE I3
1157,15421566,12GB,2021-10-01,649990,2TB,Notebook HP 15-da3020cy 12GB Ram Reacondicionado,NOTEBOOK HP PAVILION ENTRETENCIÓN Y CALIDAD EN UN MISMO LUGAR,INTEL CORE I5
1158,15546284,8GB,2021-10-01,899990,256GB,Pavilion Intel Core I5 8 Gb Ram 256 Ssd 156.,Modelo no encontrado,INTEL CORE I5
1159,14858532,8GB,2021-10-01,559000,256GB,Notebook Dell E7480 14 Intel I5 Reacondicionado,Modelo no encontrado,INTEL CORE I7
1160,15490132,4GB,2021-10-01,279990,64GB,HP Chromebook 14a-na0020ca/4gb ram/Reacondicinado,Modelo no encontrado,INTEL PENTIUM
